PHARMACOLOGICAL_CLASS,DRUG_NAME,GENERIC_NAME,COMBINED_NAME,BENEFICIARY_COUNT,PRESCRIBER_COUNT,TOTAL_CLAIM_COUNT, TOTAL_DRUG_COST 
"OPHTHALMICS,OTHER",LASTACAFT,ALCAFTADINE,LASTACAFT : ALCAFTADINE,31920,12816,62081,8213402
"ANTIGLAUCOMA,OTHER",LATANOPROST,LATANOPROST,LATANOPROST : LATANOPROST,1109672,124436,5847945,120956752
"ANTIGLAUCOMA,OTHER",LATISSE,BIMATOPROST,LATISSE : BIMATOPROST,147,150,387,50181
"ANTIPSYCHOTICS, 2ND GENERATION",LATUDA,LURASIDONE HCL,LATUDA : LURASIDONE HCL,53822,22952,309272,197665354
OPIOID ANALGESICS,LAZANDA,FENTANYL CITRATE,LAZANDA : FENTANYL CITRATE,61,54,138,446652
CONTRACEPTIVES/WOMANS HEALTH ,LEENA,NORETHINDRONE-ETHINYL ESTRAD,LEENA : NORETHINDRONE-ETHINYL ESTRAD,97,120,561,20834
"ANTIRHEUMATICS,OTHER",LEFLUNOMIDE,LEFLUNOMIDE,LEFLUNOMIDE : LEFLUNOMIDE,68702,18533,351840,20108090
ANTILIPEMIC AGENTS/STATIN,LESCOL,FLUVASTATIN SODIUM,LESCOL : FLUVASTATIN SODIUM,1330,1399,4973," $1,008,524.00 "
ANTILIPEMIC AGENTS/STATIN,LESCOL XL,FLUVASTATIN SODIUM,LESCOL XL : FLUVASTATIN SODIUM,13163,11758,64335," $17,307,919.00 "
CONTRACEPTIVES/WOMANS HEALTH ,LESSINA,LEVONORGESTREL-ETH ESTRADIOL,LESSINA : LEVONORGESTREL-ETH ESTRADIOL,569,606,2012,51671
"CARDIOVASCULAR AGENTS,OTHER",LETAIRIS,AMBRISENTAN,LETAIRIS : AMBRISENTAN,6040,2313,49128,330257597
"ANTINEOPLASTIC,OTHER",LETROZOLE,LETROZOLE,LETROZOLE : LETROZOLE,84736,28360,459395,24561850
FOLIC ACID/LEUCOVORIN,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM : LEUCOVORIN CALCIUM,16051,6216,74767,3129212
"ANTINEOPLASTICS,ALKYLATING AGENTS",LEUKERAN,CHLORAMBUCIL,LEUKERAN : CHLORAMBUCIL,3758,2762,13688,5318373
BLOOD FORMATION PRODUCTS,LEUKINE,SARGRAMOSTIM,LEUKINE : SARGRAMOSTIM,427,209,1614,7131541
ANTINEOPLASTIC HORMONES,LEUPROLIDE ACETATE,LEUPROLIDE ACETATE,LEUPROLIDE ACETATE : LEUPROLIDE ACETATE,31,30,89,39378
"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",LEVALBUTEROL CONCENTRATE,LEVALBUTEROL HCL,LEVALBUTEROL CONCENTRATE : LEVALBUTEROL HCL,367,318,906,317934
"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",LEVALBUTEROL HCL,LEVALBUTEROL HCL,LEVALBUTEROL HCL : LEVALBUTEROL HCL,15649,11123,56408,10910831
"ANTIBIOTICS, FLOROQUINOLONES",LEVAQUIN,LEVOFLOXACIN,LEVAQUIN : LEVOFLOXACIN,4798,4619,6866,1542122
"ANTIBIOTICS, FLOROQUINOLONES",LEVAQUIN,LEVOFLOXACIN/D5W,LEVAQUIN : LEVOFLOXACIN/D5W,724,629,1083,84661
BETA BLOCKERS/RELATED,LEVATOL,PENBUTOLOL SULFATE,LEVATOL : PENBUTOLOL SULFATE,338,367,1798,349706
INSULIN,LEVEMIR,INSULIN DETEMIR,LEVEMIR : INSULIN DETEMIR,184972,91281,959363,273675095
INSULIN,LEVEMIR FLEXPEN,INSULIN DETEMIR,LEVEMIR FLEXPEN : INSULIN DETEMIR,338120,124798,1511549,548137250
ANTICONVULSANTS,LEVETIRACETAM,LEVETIRACETAM,LEVETIRACETAM : LEVETIRACETAM,451545,193283,3147236,141379128
ANTICONVULSANTS,LEVETIRACETAM-NACL,LEVETIRACETAM IN NACL (ISO-OS),LEVETIRACETAM-NACL : LEVETIRACETAM IN NACL (ISO-OS),NaN,NaN,11,4573
"GENITO-URINARY AGENTS,OTHER",LEVITRA,VARDENAFIL HCL,LEVITRA : VARDENAFIL HCL,14981,11573,46627,8042655
"BETA-BLOCKERS,TOPICAL OPHTHALMIC",LEVOBUNOLOL HCL,LEVOBUNOLOL HCL,LEVOBUNOLOL HCL : LEVOBUNOLOL HCL,38453,15566,156103,3550182
"THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER",LEVOCARNITINE,LEVOCARNITINE,LEVOCARNITINE : LEVOCARNITINE,4571,3585,32403,2530673
"THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER",LEVOCARNITINE,LEVOCARNITINE (WITH SUGAR),LEVOCARNITINE : LEVOCARNITINE (WITH SUGAR),787,851,6157,500376
"ANTIHISTAMINES,PIPERAZINE",LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE : LEVOCETIRIZINE DIHYDROCHLORIDE,195393,67123,661650,21780156
"ANTIBIOTICS, FLOROQUINOLONES",LEVOFLOXACIN,LEVOFLOXACIN,LEVOFLOXACIN : LEVOFLOXACIN,2962330,421235,4214778,60555288
"ANTIBIOTICS, FLOROQUINOLONES",LEVOFLOXACIN-D5W,LEVOFLOXACIN/D5W,LEVOFLOXACIN-D5W : LEVOFLOXACIN/D5W,8303,5307,15261,841624
CONTRACEPTIVES/WOMANS HEALTH ,LEVONEST,LEVONORGESTREL-ETH ESTRADIOL,LEVONEST : LEVONORGESTREL-ETH ESTRADIOL,171,195,1044,25793
CONTRACEPTIVES/WOMANS HEALTH ,LEVONORG-ETH ESTRAD ETH ESTRAD,L-NORGEST-ETH ESTR/ETHIN ESTRA,LEVONORG-ETH ESTRAD ETH ESTRAD : L-NORGEST-ETH ESTR/ETHIN ESTRA,149,163,314,63723
CONTRACEPTIVES/WOMANS HEALTH ,LEVONORGESTREL,LEVONORGESTREL,LEVONORGESTREL : LEVONORGESTREL,108,109,147,4458
CONTRACEPTIVES/WOMANS HEALTH ,LEVONORGESTREL-ETH ESTRADIOL,LEVONORGESTREL-ETH ESTRADIOL,LEVONORGESTREL-ETH ESTRADIOL : LEVONORGESTREL-ETH ESTRADIOL,991,1051,2558,215994
CONTRACEPTIVES/WOMANS HEALTH ,LEVORA-28,LEVONORGESTREL-ETH ESTRADIOL,LEVORA-28 : LEVONORGESTREL-ETH ESTRADIOL,1988,2180,9912,321706
OPIOID ANALGESICS,LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE,LEVORPHANOL TARTRATE : LEVORPHANOL TARTRATE,541,292,2660,526443
THYROID SUPPLEMENTS,LEVOTHROID,LEVOTHYROXINE SODIUM,LEVOTHROID : LEVOTHYROXINE SODIUM,5320,4418,18184,149925
THYROID SUPPLEMENTS,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM : LEVOTHYROXINE SODIUM,5738528,407726,35175372,396128533
THYROID SUPPLEMENTS,LEVOXYL,LEVOTHYROXINE SODIUM,LEVOXYL : LEVOTHYROXINE SODIUM,167971,68424,320924,6446986
PARASYMPATHOLYTICS,LEVSIN,HYOSCYAMINE SULFATE,LEVSIN : HYOSCYAMINE SULFATE,104,107,152,21845
PARASYMPATHOLYTICS,LEVSIN-SL,HYOSCYAMINE SULFATE,LEVSIN-SL : HYOSCYAMINE SULFATE,166,167,265,34704
"KERATOLYTICS/CAUSTICS,TOPICAL",LEVULAN,AMINOLEVULINIC ACID HCL,LEVULAN : AMINOLEVULINIC ACID HCL,46,27,50,20285
ANTIDEPRESSANTS/SSRI,FLUOXETINE HCL,FLUOXETINE HCL,FLUOXETINE HCL : FLUOXETINE HCL,26826,24546,111730,24290139
ANTIVIRALS,LEXIVA,FOSAMPRENAVIR CALCIUM,LEXIVA : FOSAMPRENAVIR CALCIUM,4792,3251,42266,46202675
"GASTRIC MEDICATIONS,OTHER",LIALDA,MESALAMINE,LIALDA : MESALAMINE,30163,16822,127960,83208228
"LOCAL ANESTHETICS,TOPICAL",LIDOCAINE,LIDOCAINE,LIDOCAINE : LIDOCAINE,342082,138941,663089,125232680
"LOCAL ANESTHETICS,TOPICAL",LIDOCAINE HCL,LIDOCAINE HCL,LIDOCAINE HCL : LIDOCAINE HCL,181221,71931,311898,4692115
"LOCAL ANESTHETICS,TOPICAL",LIDOCAINE HCL,LIDOCAINE HCL/PF,LIDOCAINE HCL : LIDOCAINE HCL/PF,10298,4830,13748,164859
"LOCAL ANESTHETICS,INJECTION",LIDOCAINE HCL VISCOUS,LIDOCAINE HCL,LIDOCAINE HCL VISCOUS : LIDOCAINE HCL,142583,91097,221416,2143659
"LOCAL ANESTHETICS,INJECTION",LIDOCAINE HCL-EPINEPHRINE,LIDOCAINE HCL/EPINEPHRINE,LIDOCAINE HCL-EPINEPHRINE : LIDOCAINE HCL/EPINEPHRINE,141,108,150,1057
"LOCAL ANESTHETICS,TOPICAL",LIDOCAINE-HYDROCORTISONE,HYDROCORTISONE AC/LIDOCAINE,LIDOCAINE-HYDROCORTISONE : HYDROCORTISONE AC/LIDOCAINE,1581,1507,2699,511111
"LOCAL ANESTHETICS,TOPICAL",LIDOCAINE-HYDROCORTISONE,HYDROCORTISONE/LIDOCAINE/ALOE,LIDOCAINE-HYDROCORTISONE : HYDROCORTISONE/LIDOCAINE/ALOE,33,34,40,8554
"LOCAL ANESTHETICS,TOPICAL",LIDOCAINE-PRILOCAINE,LIDOCAINE/PRILOCAINE,LIDOCAINE-PRILOCAINE : LIDOCAINE/PRILOCAINE,189660,55898,405381,47203451
"LOCAL ANESTHETICS,TOPICAL",LIDODERM,LIDOCAINE,LIDODERM : LIDOCAINE,663018,203361,2027527,704992555
"ANTIRHEUMATICS,OTHER",LIMBREL,BAICALIN/CATECHIN,LIMBREL : BAICALIN/CATECHIN,30,31,82,9171
"ANTIRHEUMATICS,OTHER",LIMBREL500,BAICALIN/CATECHIN/CITRATED ZNC,LIMBREL500 : BAICALIN/CATECHIN/CITRATED ZNC,22,22,64,8363
LINCOMYCINS,LINCOCIN,LINCOMYCIN HCL,LINCOCIN : LINCOMYCIN HCL,304,201,386,21758
PEDICULICIDES,LINDANE,LINDANE,LINDANE : LINDANE,5208,4285,7044,924383
"GASTRIC MEDICATIONS,OTHER",MESALAMINE,MESALAMINE,MESALAMINE : MESALAMINE,6828,5621,16379,5559971
SKELETAL MUSCLE RELAXANTS,LIORESAL INTRATHECAL,BACLOFEN,LIORESAL INTRATHECAL : BACLOFEN,147,107,478,500455
THYROID SUPPLEMENTS,LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM : LIOTHYRONINE SODIUM,69463,38010,331862,15516907
ANTILIPEMIC AGENTS/STATIN,LIPITOR,ATORVASTATIN CALCIUM,LIPITOR : ATORVASTATIN CALCIUM,91492,60919,302857," $84,786,397.00 "
ANTINEOPLASTIC ANTIBIOTICS,LIPODOX,DOXORUBICIN HCL PEG-LIPOSOMAL,LIPODOX : DOXORUBICIN HCL PEG-LIPOSOMAL,NaN,NaN,13,57558
ANTILIPEMIC AGENTS,LIPOFEN,FENOFIBRATE,LIPOFEN : FENOFIBRATE,7261,5873,27991," $5,083,585.00 "
ANTILIPEMIC AGENTS/STATIN,LIPTRUZET,EZETIMIBE/ATORVASTATIN CALCIUM,LIPTRUZET : EZETIMIBE/ATORVASTATIN CALCIUM,2071,1594,3839," $909,483.00 "
ACE INHIBITORS,LISINOPRIL,LISINOPRIL,LISINOPRIL : LISINOPRIL,7006650,457683,36880274,307033173
ANTIHYPERTENSIVE COMBINATIONS,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,LISINOPRIL-HYDROCHLOROTHIAZIDE : LISINOPRIL/HYDROCHLOROTHIAZIDE,1557220,247129,7501218,82057781
MEDICAL SUPPLY,LITE TOUCH,"NEEDLES, INSULIN DISPOSABLE","LITE TOUCH : NEEDLES, INSULIN DISPOSABLE",950,840,2534,82643
MEDICAL SUPPLY,LITE TOUCH,"SYRING W-NDL,DISP,INSUL,0.3ML","LITE TOUCH : SYRING W-NDL,DISP,INSUL,0.3ML",361,357,1041,26491
MEDICAL SUPPLY,LITE TOUCH,"SYRING W-NDL,DISP,INSUL,0.5ML","LITE TOUCH : SYRING W-NDL,DISP,INSUL,0.5ML",1418,1306,4426,92392
MEDICAL SUPPLY,LITE TOUCH,"SYRINGE & NEEDLE,INSULIN,1 ML","LITE TOUCH : SYRINGE & NEEDLE,INSULIN,1 ML",1264,1176,4086,90263
LITHIUM SALTS,LITHIUM,LITHIUM CITRATE,LITHIUM : LITHIUM CITRATE,1478,1621,6783,268166
LITHIUM SALTS,LITHIUM CARBONATE,LITHIUM CARBONATE,LITHIUM CARBONATE : LITHIUM CARBONATE,175481,79395,1333835,19582943
LITHIUM SALTS,LITHOBID,LITHIUM CARBONATE,LITHOBID : LITHIUM CARBONATE,774,931,4894,1237679
"GENITO-URINARY AGENTS,OTHER",LITHOSTAT,ACETOHYDROXAMIC ACID,LITHOSTAT : ACETOHYDROXAMIC ACID,111,113,544,58356
ANTILIPEMIC AGENTS/STATIN,LIVALO,PITAVASTATIN CALCIUM,LIVALO : PITAVASTATIN CALCIUM,52066,29534,201939," $39,121,132.00 "
CONTRACEPTIVES/WOMANS HEALTH ,LO LOESTRIN FE,NORETH A-ET ESTRA/FE FUMARATE,LO LOESTRIN FE : NORETH A-ET ESTRA/FE FUMARATE,864,897,3032,311024
"ANTI-INFLAMMATORY,TOPICAL",LOCOID,HYDROCORTISONE BUTYRATE,LOCOID : HYDROCORTISONE BUTYRATE,1999,1437,2601,867780
"ANTI-INFLAMMATORY,TOPICAL",LOCOID LIPOCREAM,HYDROCORTISONE BUTYRATE/EMOLL,LOCOID LIPOCREAM : HYDROCORTISONE BUTYRATE/EMOLL,4511,3025,6034,2181600
ANTIPARKINSON AGENTS,LODOSYN,CARBIDOPA,LODOSYN : CARBIDOPA,4381,2990,23633,12035326
CONTRACEPTIVES/WOMANS HEALTH ,LOESTRIN,NORETHINDRONE A-E ESTRADIOL,LOESTRIN : NORETHINDRONE A-E ESTRADIOL,25,29,99,11241
CONTRACEPTIVES/WOMANS HEALTH ,LOESTRIN 24 FE,NORETH A-ET ESTRA/FE FUMARATE,LOESTRIN 24 FE : NORETH A-ET ESTRA/FE FUMARATE,1350,1464,5730,585101
CONTRACEPTIVES/WOMANS HEALTH ,LOESTRIN FE,NORETH A-ET ESTRA/FE FUMARATE,LOESTRIN FE : NORETH A-ET ESTRA/FE FUMARATE,68,75,260,27255
ANTILIPEMIC AGENTS,LOFIBRA,FENOFIBRATE,LOFIBRA : FENOFIBRATE,41,42,152," $21,627.00 "
ANTILIPEMIC AGENTS,LOFIBRA,"FENOFIBRATE,MICRONIZED","LOFIBRA : FENOFIBRATE,MICRONIZED",219,202,965," $148,633.00 "
"ANTI-INFLAMMATORY,TOPICAL",LOKARA,DESONIDE,LOKARA : DESONIDE,NaN,NaN,11,1151
ANTIDIARRHEAL AGENTS,LOMOTIL,DIPHENOXYLATE HCL/ATROPINE,LOMOTIL : DIPHENOXYLATE HCL/ATROPINE,621,677,1928,332317
"ANTINEOPLASTICS,ALKYLATING AGENTS",LOMUSTINE,LOMUSTINE,LOMUSTINE : LOMUSTINE,42,33,80,7883
ANTIDIARRHEAL AGENTS,LOPERAMIDE,LOPERAMIDE HCL,LOPERAMIDE : LOPERAMIDE HCL,241563,106060,520621,6821825
ANTILIPEMIC AGENTS,LOPID,GEMFIBROZIL,LOPID : GEMFIBROZIL,130,136,472," $131,728.00 "
BETA BLOCKERS/RELATED,LOPRESSOR,METOPROLOL TARTRATE,LOPRESSOR : METOPROLOL TARTRATE,567,609,1292,138431
ANTIHYPERTENSIVE COMBINATIONS,LOPRESSOR HCT,METOPROLOL/HYDROCHLOROTHIAZIDE,LOPRESSOR HCT : METOPROLOL/HYDROCHLOROTHIAZIDE,38,44,171,18419
"ANTIFUNGAL,TOPICAL",LOPROX,CICLOPIROX,LOPROX : CICLOPIROX,264,238,487,206525
BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,LORAZEPAM,LORAZEPAM,LORAZEPAM : LORAZEPAM,2108997,375102,9720014,85691796
BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,LORAZEPAM INTENSOL,LORAZEPAM,LORAZEPAM INTENSOL : LORAZEPAM,28563,15428,40775,1606863
OPIOID ANALGESICS,LORCET 10-650,HYDROCODONE/ACETAMINOPHEN,LORCET 10-650 : HYDROCODONE/ACETAMINOPHEN,384,439,2233,364447
OPIOID ANALGESICS,LORCET PLUS,HYDROCODONE/ACETAMINOPHEN,LORCET PLUS : HYDROCODONE/ACETAMINOPHEN,181,202,908,97873
OPIOID ANALGESICS,LORTAB,HYDROCODONE/ACETAMINOPHEN,LORTAB : HYDROCODONE/ACETAMINOPHEN,4010,4027,16211,3231186
CONTRACEPTIVES/WOMANS HEALTH ,LORYNA,ETHINYL ESTRADIOL/DROSPIRENONE,LORYNA : ETHINYL ESTRADIOL/DROSPIRENONE,594,691,2780,200518
SKELETAL MUSCLE RELAXANTS,LORZONE,CHLORZOXAZONE,LORZONE : CHLORZOXAZONE,1062,784,2223,571941
ANGIOTENSIN II INHIBITOR,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM : LOSARTAN POTASSIUM,3022382,330119,15758800,311044202
ANTIHYPERTENSIVE COMBINATIONS,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,LOSARTAN-HYDROCHLOROTHIAZIDE : LOSARTAN/HYDROCHLOROTHIAZIDE,1038604,203077,5489628,125367418
CONTRACEPTIVES/WOMANS HEALTH ,LOSEASONIQUE,L-NORGEST-ETH ESTR/ETHIN ESTRA,LOSEASONIQUE : L-NORGEST-ETH ESTR/ETHIN ESTRA,53,59,121,28852
"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",LOTEMAX,LOTEPREDNOL ETABONATE,LOTEMAX : LOTEPREDNOL ETABONATE,214660,36724,404068,64905283
ACE INHIBITORS,LOTENSIN,BENAZEPRIL HCL,LOTENSIN : BENAZEPRIL HCL,783,873,3775,421037
ANTIHYPERTENSIVE COMBINATIONS,LOTENSIN HCT,BENAZEPRIL/HYDROCHLOROTHIAZIDE,LOTENSIN HCT : BENAZEPRIL/HYDROCHLOROTHIAZIDE,164,172,461,36382
ANTIHYPERTENSIVE COMBINATIONS,LOTREL,AMLODIPINE BESYLATE/BENAZEPRIL,LOTREL : AMLODIPINE BESYLATE/BENAZEPRIL,4609,4932,23611,6401808
"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",LOTRISONE,CLOTRIMAZOLE/BETAMETHASONE DIP,LOTRISONE : CLOTRIMAZOLE/BETAMETHASONE DIP,546,542,849,89162
"GASTRIC MEDICATIONS,OTHER",PENTASA,MESALAMINE,PENTASA : MESALAMINE,21392,16907,107706,74045151
ANTILIPEMIC AGENTS/STATIN,LOVASTATIN,LOVASTATIN,LOVASTATIN : LOVASTATIN,1252167,218175,6431615," $101,546,322.00 "
ANTILIPEMIC AGENTS,LOVAZA,OMEGA-3 ACID ETHYL ESTERS,LOVAZA : OMEGA-3 ACID ETHYL ESTERS,375063,128696,2014922," $453,041,759.00 "
ANTICOAGULANTS,LOVENOX,ENOXAPARIN SODIUM,LOVENOX : ENOXAPARIN SODIUM,22493,10029,38517,20702131
CONTRACEPTIVES/WOMANS HEALTH ,LOW-OGESTREL,NORGESTREL-ETHINYL ESTRADIOL,LOW-OGESTREL : NORGESTREL-ETHINYL ESTRADIOL,2737,3015,14528,440872
"ANTIPSYCHOTICS, 1ST GENERATION",LOXAPINE,LOXAPINE SUCCINATE,LOXAPINE : LOXAPINE SUCCINATE,12484,9754,103234,5075192
"ANTIPSYCHOTICS, 1ST GENERATION",LOXITANE,LOXAPINE SUCCINATE,LOXITANE : LOXAPINE SUCCINATE,33,37,154,26307
"OPHTHALMICS,OTHER",LUCENTIS,RANIBIZUMAB,LUCENTIS : RANIBIZUMAB,282,132,981,2314890
FLUORIDE,LUDENT FLUORIDE,SODIUM FLUORIDE,LUDENT FLUORIDE : SODIUM FLUORIDE,148,127,495,2428
MEDICAL SUPPLY,LUER-LOK SYRINGE,"SYRING W-O NDL,DISP,INSUL, 1ML","LUER-LOK SYRINGE : SYRING W-O NDL,DISP,INSUL, 1ML",20,21,52,1292
MEDICAL SUPPLY,LUER-LOK SYRINGE,"SYRINGE, DISPOSABLE, 1ML","LUER-LOK SYRINGE : SYRINGE, DISPOSABLE, 1ML",31,32,78,402
"BRONCHODILATORS,XANTHINE-DERIVATIVE",LUFYLLIN,DYPHYLLINE,LUFYLLIN : DYPHYLLINE,45,44,156,97177
"ANTIGLAUCOMA,OTHER",LUMIGAN,BIMATOPROST,LUMIGAN : BIMATOPROST,453106,69345,2095786,331248512
"HORMONES/SYNTHETICS/MODIFIERS,OTHER",LUMIZYME,ALGLUCOSIDASE ALFA,LUMIZYME : ALGLUCOSIDASE ALFA,13,13,242,6345571
"SEDATIVES/HYPNOTICS,OTHER",LUNESTA,ESZOPICLONE,LUNESTA : ESZOPICLONE,160787,102218,792733,218590917
ANTINEOPLASTIC HORMONES,LUPRON DEPOT,LEUPROLIDE ACETATE,LUPRON DEPOT : LEUPROLIDE ACETATE,6158,4484,19453,38275295
ANTINEOPLASTIC HORMONES,LUPRON DEPOT-PED,LEUPROLIDE ACETATE,LUPRON DEPOT-PED : LEUPROLIDE ACETATE,88,87,269,637697
CONTRACEPTIVES/WOMANS HEALTH ,LUTERA,LEVONORGESTREL-ETH ESTRADIOL,LUTERA : LEVONORGESTREL-ETH ESTRADIOL,2410,2692,11792,354105
ANTIDEPRESSANTS/SSRI,PROZAC,FLUOXETINE HCL,PROZAC : FLUOXETINE HCL,2020,2022,8830,4611147
"ANTI-INFLAMMATORY,TOPICAL",LUXIQ,BETAMETHASONE VALERATE,LUXIQ : BETAMETHASONE VALERATE,1357,1254,2342,839945
"CNS MEDICATIONS,OTHER",LYRICA,PREGABALIN,LYRICA : PREGABALIN,738891,241045,4111085,1073704899
"ANTINEOPLASTIC,OTHER",LYSODREN,MITOTANE,LYSODREN : MITOTANE,117,140,539,438547
ANTIHEMORRHAGICS,LYSTEDA,TRANEXAMIC ACID,LYSTEDA : TRANEXAMIC ACID,274,274,540,99313
VACCINES,M-M-R II VACCINE,"MEASLES,MUMPS&RUBELLA VACC/PF","M-M-R II VACCINE : MEASLES,MUMPS&RUBELLA VACC/PF",1151,868,1279,85753
NITROFURANS ANTIMICROBIALS,MACROBID,NITROFURANTOIN MONOHYD/M-CRYST,MACROBID : NITROFURANTOIN MONOHYD/M-CRYST,602,629,1045,233648
NITROFURANS ANTIMICROBIALS,MACRODANTIN,NITROFURANTOIN MACROCRYSTAL,MACRODANTIN : NITROFURANTOIN MACROCRYSTAL,1293,1279,4548,763996
"ANTIBACTERIAL,TOPICAL",MAFENIDE ACETATE,MAFENIDE ACETATE,MAFENIDE ACETATE : MAFENIDE ACETATE,13,15,32,21803
MEDICAL SUPPLY,MAGELLAN INSULIN SAFETY SYRNG,"SYRINGE,NEEDLE,INSULN,SAFE,1ML","MAGELLAN INSULIN SAFETY SYRNG : SYRINGE,NEEDLE,INSULN,SAFE,1ML",42,39,146,4702
MEDICAL SUPPLY,MAGELLAN INSULIN SAFETY SYRNG,"SYRINGE,NEEDLE,INSULN,SF 0.5ML","MAGELLAN INSULIN SAFETY SYRNG : SYRINGE,NEEDLE,INSULN,SF 0.5ML",36,32,161,6093
MEDICAL SUPPLY,MAGELLAN INSULIN SYRINGE,"SYRINGE,NEEDLE,INSULN,SF,0.3ML","MAGELLAN INSULIN SYRINGE : SYRINGE,NEEDLE,INSULN,SF,0.3ML",NaN,NaN,17,423
OPIOID ANALGESICS,MAGNACET,OXYCODONE HCL/ACETAMINOPHEN,MAGNACET : OXYCODONE HCL/ACETAMINOPHEN,27,27,135,122696
MAGNESIUM,MAGNEBIND 400 RX,CALCIUM CARBONATE/MAG CARB/FA,MAGNEBIND 400 RX : CALCIUM CARBONATE/MAG CARB/FA,17,18,62,1538
MAGNESIUM,MAGNESIUM SULFATE,MAGNESIUM SULFATE,MAGNESIUM SULFATE : MAGNESIUM SULFATE,832,755,4674,98476
MAGNESIUM,MAGNESIUM SULFATE-D5W,MAGNESIUM SULFATE/D5W,MAGNESIUM SULFATE-D5W : MAGNESIUM SULFATE/D5W,20,19,41,944
PROGESTINS,MAKENA,HYDROXYPROGESTERONE CAPROATE,MAKENA : HYDROXYPROGESTERONE CAPROATE,142,142,324,1165923
"ANTIBIOTICS, ANTIMALARIALS",MALARONE,ATOVAQUONE/PROGUANIL HCL,MALARONE : ATOVAQUONE/PROGUANIL HCL,1050,816,1121,213182
PEDICULICIDES,MALATHION,MALATHION,MALATHION : MALATHION,2841,2587,4015,686184
PHARMACEUTICAL AIDS/REAGENTS,MANNITOL,MANNITOL,MANNITOL : MANNITOL,34,24,75,765
ANTIDEPRESSANTS/SSRI,PROZAC WEEKLY,FLUOXETINE HCL,PROZAC WEEKLY : FLUOXETINE HCL,1530,1619,7828,624475
"LOCAL ANESTHETICS,INJECTION",MARCAINE,BUPIVACAINE HCL,MARCAINE : BUPIVACAINE HCL,81,66,168,3722
"LOCAL ANESTHETICS,INJECTION",MARCAINE,BUPIVACAINE HCL/PF,MARCAINE : BUPIVACAINE HCL/PF,195,142,289,5447
ANTIEMETICS,MARINOL,DRONABINOL,MARINOL : DRONABINOL,554,558,1687,2066921
CONTRACEPTIVES/WOMANS HEALTH ,MARLISSA,LEVONORGESTREL-ETH ESTRADIOL,MARLISSA : LEVONORGESTREL-ETH ESTRADIOL,398,407,1596,46696
MONAMINE OXIDASE INHIBITOR ANTIDEPRESSANTS,MARPLAN,ISOCARBOXAZID,MARPLAN : ISOCARBOXAZID,155,186,927,437054
"ANTINEOPLASTIC,OTHER",MATULANE,PROCARBAZINE HCL,MATULANE : PROCARBAZINE HCL,371,375,890,1281868
CALCIUM CHANNEL BLOCKERS,MATZIM LA,DILTIAZEM HCL,MATZIM LA : DILTIAZEM HCL,19555,18740,80321,11242016
ACE INHIBITORS,MAVIK,TRANDOLAPRIL,MAVIK : TRANDOLAPRIL,281,314,1368,129577
"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",MAXAIR AUTOHALER,PIRBUTEROL ACETATE,MAXAIR AUTOHALER : PIRBUTEROL ACETATE,5738,5453,12925,6121763
ANTIMIGRAINE AGENTS,MAXALT,RIZATRIPTAN BENZOATE,MAXALT : RIZATRIPTAN BENZOATE,8401,7666,20270,8723005
ANTIMIGRAINE AGENTS,MAXALT MLT,RIZATRIPTAN BENZOATE,MAXALT MLT : RIZATRIPTAN BENZOATE,8570,8150,20533,7858135
"VITAMIN COMBINATIONS,OTHER",MAXARON FORTE,IRON GLY&FUM/C/B12/ME-THFOLATE,MAXARON FORTE : IRON GLY&FUM/C/B12/ME-THFOLATE,60,59,209,9323
MEDICAL SUPPLY,MAXI-COMFORT,"SYRING W-NDL,DISP,INSUL,0.5ML","MAXI-COMFORT : SYRING W-NDL,DISP,INSUL,0.5ML",22,24,51,1237
MEDICAL SUPPLY,MAXI-COMFORT,"SYRINGE & NEEDLE,INSULIN,1 ML","MAXI-COMFORT : SYRINGE & NEEDLE,INSULIN,1 ML",19,21,50,1323
GLUCOCORTICOIDS,MAXIDEX,DEXAMETHASONE,MAXIDEX : DEXAMETHASONE,596,428,1086,72809
